id,idade,salario,sexo,renda_extra,tempo_emprego,setor,nacionalidade,status_emprego
507,50.0,126469.02710821373,Masculino,,,Educação,Brasileiro,Desempregado
508,57.0,117714.00768911625,Masculino,1490.378464400453,36.178112462499755,Educação,Brasileiro,Empregado
509,27.0,135181.34745937766,Feminino,1490.378464400453,0.029908334821242555,Educação,Estrangeiro,Empregado
510,60.0,59737.76215610848,Feminino,,23.765455659102052,Saúde,Brasileiro,Empregado
511,61.0,49244.23340847186,Feminino,1490.378464400453,28.772024361004544,Saúde,Brasileiro,Desempregado
512,46.0,134977.06074274232,Feminino,1490.378464400453,24.74987929830425,Tecnologia,Estrangeiro,Empregado
513,30.0,107195.03909725288,Masculino,,,Tecnologia,Brasileiro,Desempregado
514,29.0,63866.11625094427,Masculino,1490.378464400453,8.708995951956089,Educação,Brasileiro,Empregado
515,48.0,117793.50632156365,Masculino,,10.01361069525544,Educação,Brasileiro,Desempregado
516,63.0,126889.79806004599,Feminino,1490.378464400453,33.268985252203585,Saúde,Brasileiro,Desempregado
517,19.0,101872.28004264155,Feminino,,18.52797745235682,Saúde,Estrangeiro,Empregado
518,52.0,110985.51373498939,Feminino,1490.378464400453,19.473128477649475,Tecnologia,Brasileiro,Desempregado
519,40.0,71907.48805533329,Masculino,1490.378464400453,37.395721862180345,Tecnologia,Estrangeiro,Desempregado
520,34.0,92336.95841787988,Feminino,1490.378464400453,25.48343555418862,Varejo,Brasileiro,Empregado
521,43.0,90519.89634077028,Masculino,1490.378464400453,35.94670806210655,Tecnologia,Estrangeiro,Desempregado
522,25.0,131005.97389134648,Masculino,,18.26035421366132,Saúde,Brasileiro,Desempregado
523,46.0,129995.49753527282,Masculino,,5.977450340731769,Educação,Estrangeiro,Desempregado
524,43.0,129085.0586683804,Masculino,,37.197423762963425,Varejo,Brasileiro,Desempregado
525,27.0,26378.951782808224,Masculino,,18.34820462670153,Tecnologia,Brasileiro,Empregado
526,43.0,,Masculino,,7.2652568751528745,Tecnologia,Brasileiro,Desempregado
527,51.0,119834.5487638756,Feminino,,12.09582961215689,Saúde,Brasileiro,Desempregado
528,58.0,109797.35285689273,Masculino,,2.03210358755769,Varejo,Estrangeiro,Empregado
529,24.0,119533.08223643157,Masculino,1490.378464400453,18.732023658255407,Tecnologia,Estrangeiro,Empregado
530,21.0,130246.29643708859,Feminino,1490.378464400453,34.12512687640947,Educação,Brasileiro,Desempregado
531,,83789.8817627232,Masculino,1490.378464400453,37.343218240267575,Saúde,Estrangeiro,Empregado
532,28.0,87756.27668605589,Feminino,1490.378464400453,37.30408830014575,Varejo,Brasileiro,Empregado
533,46.0,40589.25711392381,Feminino,,,Tecnologia,Brasileiro,Empregado
534,53.0,73171.98538092023,Feminino,,15.28215530044228,Tecnologia,Estrangeiro,Empregado
535,,105420.64748897305,Masculino,,1.1291503860282548,Varejo,Estrangeiro,Empregado
536,38.0,122549.97201840932,Masculino,1490.378464400453,34.20661379885891,Saúde,Estrangeiro,Empregado
537,53.0,52151.13721140132,Feminino,,14.350230480850952,Varejo,Brasileiro,Empregado
538,27.0,42227.86239490443,Masculino,1490.378464400453,25.244681115689392,Varejo,Brasileiro,Empregado
539,54.0,107880.25056256153,Masculino,,28.595937523091543,Saúde,Estrangeiro,Empregado
540,26.0,25234.98544061383,Feminino,,17.193786789726214,Tecnologia,Brasileiro,Desempregado
541,41.0,47296.57303841623,Feminino,,12.257693462009719,Educação,Estrangeiro,Desempregado
542,52.0,28633.922542994216,Masculino,,38.488516404637785,Saúde,Estrangeiro,Desempregado
543,52.0,45860.639731858864,Feminino,1490.378464400453,38.57952900095417,Educação,Estrangeiro,Desempregado
544,,47664.90999068815,Feminino,1490.378464400453,11.577454721200876,Tecnologia,Estrangeiro,Desempregado
545,35.0,73459.19934379928,Feminino,,19.185003869778324,Varejo,Estrangeiro,Empregado
546,56.0,75290.89058581949,Masculino,1490.378464400453,38.9137663464009,Educação,Estrangeiro,Empregado
547,49.0,134282.8088262797,Masculino,,0.19473630622012905,Tecnologia,Brasileiro,Desempregado
548,41.0,88763.71406235316,Masculino,,16.50712993516597,Tecnologia,Brasileiro,Desempregado
549,40.0,115425.59570153579,Feminino,,4.018301987238737,Varejo,Estrangeiro,Empregado
550,49.0,38017.169740035926,Masculino,,20.366318622504103,Varejo,Estrangeiro,Desempregado
551,,53179.844432961734,Feminino,1490.378464400453,0.986798181619486,Tecnologia,Estrangeiro,Empregado
552,29.0,112867.9301223346,Masculino,,,Tecnologia,Brasileiro,Desempregado
553,30.0,31600.49505856601,Masculino,,8.827962991413404,Educação,Estrangeiro,Empregado
554,40.0,85824.70778046914,Feminino,1490.378464400453,21.33233449834963,Tecnologia,Estrangeiro,Desempregado
555,42.0,99921.12070786674,Masculino,,39.83974596402798,Tecnologia,Estrangeiro,Empregado
556,52.0,100268.20550656013,Feminino,1490.378464400453,32.021444205069905,Educação,Brasileiro,Desempregado
557,58.0,27866.601408505252,Masculino,,33.82568366497686,Saúde,Estrangeiro,Desempregado
558,47.0,65263.50052864819,Masculino,,25.410599494363236,Educação,Brasileiro,Empregado
559,34.0,104561.33138114425,Feminino,,1.6623939308903424,Educação,Brasileiro,Empregado
560,37.0,43624.96701865543,Feminino,,8.271907041765765,Varejo,Estrangeiro,Desempregado
561,42.0,111926.95604100666,Feminino,,37.002582257882196,Educação,Brasileiro,Desempregado
562,39.0,118240.65110170931,Masculino,,14.644524717150048,Tecnologia,Brasileiro,Empregado
563,30.0,147746.14880576817,Masculino,1490.378464400453,,Tecnologia,Brasileiro,Empregado
564,36.0,51230.24935705117,Masculino,,,Tecnologia,Estrangeiro,Empregado
565,53.0,128141.3334582644,Feminino,1490.378464400453,11.978308957370185,Saúde,Brasileiro,Desempregado
566,29.0,90037.07211483175,Feminino,1490.378464400453,10.754276516166868,Tecnologia,Estrangeiro,Desempregado
567,58.0,71682.82451802168,Feminino,,39.91909822233041,Saúde,Estrangeiro,Empregado
568,36.0,,Masculino,1490.378464400453,34.32555700106617,Tecnologia,Estrangeiro,Desempregado
569,,116938.2008109422,Masculino,,16.31751273471364,Educação,Brasileiro,Desempregado
570,26.0,54482.19989296088,Feminino,1490.378464400453,,Varejo,Estrangeiro,Empregado
571,24.0,71427.75023413071,Masculino,,,Tecnologia,Brasileiro,Desempregado
572,45.0,32817.778362171055,Feminino,1490.378464400453,29.68089807519041,Saúde,Brasileiro,Empregado
573,31.0,125170.86447743987,Masculino,1490.378464400453,1.2605217232884636,Saúde,Brasileiro,Empregado
574,48.0,120823.56549645541,Masculino,,4.864210373922284,Varejo,Brasileiro,Desempregado
575,36.0,116701.97875528906,Feminino,1490.378464400453,25.323405059849534,Tecnologia,Estrangeiro,Desempregado
576,64.0,62430.43881148583,Masculino,,35.96095930597936,Educação,Estrangeiro,Empregado
577,33.0,46685.00928324465,Masculino,,24.949749043503825,Tecnologia,Brasileiro,Empregado
578,22.0,104694.15805877872,Feminino,,5.360995772759671,Tecnologia,Estrangeiro,Empregado
579,52.0,87020.79801415243,Feminino,,4.630401849852985,Varejo,Estrangeiro,Desempregado
580,29.0,47281.5583630802,Masculino,,33.767435832963265,Tecnologia,Estrangeiro,Empregado
581,42.0,110738.90888123296,Feminino,1490.378464400453,5.572093548316572,Educação,Brasileiro,Empregado
582,38.0,148890.80397766296,Masculino,1490.378464400453,20.809278420161018,Saúde,Estrangeiro,Empregado
583,53.0,118402.44846775472,Feminino,1490.378464400453,1.4845327984920909,Varejo,Brasileiro,Empregado
584,40.0,117498.29833570147,Masculino,,3.226790695647095,Educação,Estrangeiro,Desempregado
585,33.0,143789.09411632398,Masculino,1490.378464400453,26.89393070571459,Saúde,Brasileiro,Desempregado
586,56.0,50367.045946862774,Feminino,1490.378464400453,27.567256417100666,Varejo,Brasileiro,Empregado
587,62.0,95693.74561518004,Masculino,1490.378464400453,13.658776264337696,Varejo,Brasileiro,Desempregado
588,59.0,147455.83937923543,Masculino,1490.378464400453,8.62439060972179,Saúde,Estrangeiro,Desempregado
589,56.0,45661.76387127182,Feminino,1490.378464400453,32.54841083029232,Saúde,Brasileiro,Desempregado
590,31.0,112531.49493056512,Feminino,,8.684129178795615,Educação,Estrangeiro,Empregado
591,48.0,98226.26824648774,Masculino,,21.68108278665519,Tecnologia,Brasileiro,Desempregado
592,22.0,98309.88652358837,Feminino,1490.378464400453,38.72835363451622,Tecnologia,Estrangeiro,Desempregado
593,52.0,112208.8284400094,Feminino,,5.914097514495351,Tecnologia,Brasileiro,Empregado
594,40.0,,Masculino,,,Tecnologia,Estrangeiro,Empregado
595,46.0,122822.74248141724,Masculino,1490.378464400453,7.315722122746746,Tecnologia,Brasileiro,Desempregado
596,60.0,32017.01292702625,Feminino,1490.378464400453,22.697728320929183,Educação,Brasileiro,Desempregado
597,28.0,131591.0024844639,Feminino,,15.080308478349785,Varejo,Brasileiro,Empregado
598,35.0,53192.66624071657,Feminino,1490.378464400453,38.597144060073035,Educação,Estrangeiro,Empregado
599,64.0,72114.2705920465,Masculino,,10.941681160077476,Educação,Brasileiro,Empregado
600,,82716.60170154777,Masculino,,15.986320083430146,Educação,Brasileiro,Empregado
601,,85113.2500941337,Masculino,1490.378464400453,39.31440471421682,Varejo,Brasileiro,Desempregado
602,,79397.5499069196,Masculino,,21.458815647538927,Educação,Brasileiro,Empregado
603,61.0,142169.16177698306,Masculino,,20.10520462485014,Educação,Estrangeiro,Desempregado
604,34.0,113252.37595800307,Masculino,,10.311139528159652,Varejo,Brasileiro,Desempregado
605,55.0,103896.3307445883,Masculino,1490.378464400453,28.054542412417657,Educação,Brasileiro,Desempregado
606,24.0,31230.253472867695,Feminino,1490.378464400453,0.5749180711111057,Tecnologia,Estrangeiro,Empregado
607,63.0,137989.16628254682,Feminino,1490.378464400453,1.9805051880917413,Saúde,Estrangeiro,Empregado
608,30.0,138673.77400104952,Masculino,1490.378464400453,23.974343485432108,Educação,Estrangeiro,Desempregado
609,57.0,122526.63292876279,Masculino,,13.666982952738165,Saúde,Brasileiro,Desempregado
610,59.0,25878.650476702394,Masculino,1490.378464400453,38.132654888038424,Educação,Estrangeiro,Desempregado
611,26.0,,Feminino,1490.378464400453,36.127627628911426,Educação,Estrangeiro,Desempregado
612,44.0,,Masculino,1490.378464400453,28.54825034706829,Tecnologia,Estrangeiro,Desempregado
613,19.0,41418.676018113336,Feminino,1490.378464400453,32.72582324511205,Varejo,Brasileiro,Empregado
614,22.0,74854.50371296618,Feminino,,26.693273986707734,Saúde,Brasileiro,Empregado
615,46.0,140327.8822609737,Feminino,,5.023284108406427,Varejo,Brasileiro,Empregado
616,54.0,84007.5542746248,Feminino,,30.62173478756811,Tecnologia,Estrangeiro,Desempregado
617,55.0,26675.328304020702,Feminino,1490.378464400453,8.407678748753856,Tecnologia,Brasileiro,Desempregado
618,36.0,60343.21119734525,Masculino,1490.378464400453,12.937714204007872,Saúde,Estrangeiro,Empregado
619,,30574.363546620192,Masculino,,32.76936848409681,Varejo,Estrangeiro,Empregado
620,62.0,29535.952826687768,Feminino,1490.378464400453,21.46102433573793,Tecnologia,Estrangeiro,Desempregado
621,18.0,59464.98163694403,Masculino,1490.378464400453,34.39762856733637,Educação,Brasileiro,Empregado
622,39.0,59451.54233486818,Feminino,,8.521412793730567,Educação,Estrangeiro,Empregado
623,34.0,123390.82532520051,Feminino,,24.31113754427549,Educação,Estrangeiro,Empregado
624,24.0,146854.331597639,Masculino,1490.378464400453,,Varejo,Brasileiro,Desempregado
625,42.0,71400.88673624978,Masculino,1490.378464400453,25.722439741601185,Educação,Estrangeiro,Desempregado
626,62.0,78610.85985762982,Masculino,1490.378464400453,30.50136151102139,Educação,Estrangeiro,Empregado
627,21.0,130598.67953575269,Masculino,,23.397235759148867,Tecnologia,Estrangeiro,Desempregado
628,53.0,58517.37751193917,Masculino,,10.649260059952411,Tecnologia,Brasileiro,Empregado
629,23.0,44547.725550430994,Feminino,,1.2537067543546687,Educação,Estrangeiro,Empregado
630,48.0,131636.2029254563,Masculino,,4.777955358571431,Educação,Brasileiro,Desempregado
631,36.0,30812.573305008187,Masculino,1490.378464400453,24.89211916296105,Tecnologia,Brasileiro,Desempregado
632,61.0,102462.43002492696,Masculino,,37.37680867370055,Saúde,Estrangeiro,Desempregado
633,56.0,95249.10593335085,Feminino,,8.261376158880257,Varejo,Estrangeiro,Empregado
634,44.0,68240.05593771179,Masculino,1490.378464400453,29.401045964203952,Varejo,Estrangeiro,Empregado
635,27.0,64398.69013716987,Feminino,1490.378464400453,,Tecnologia,Estrangeiro,Empregado
636,43.0,121482.21577270266,Masculino,1490.378464400453,,Varejo,Brasileiro,Desempregado
637,36.0,35803.07634531831,Masculino,,26.77063183374631,Tecnologia,Brasileiro,Empregado
638,56.0,54598.03866392317,Feminino,1490.378464400453,32.60061266704592,Tecnologia,Estrangeiro,Empregado
639,20.0,116556.09147976122,Masculino,1490.378464400453,10.427006309623742,Tecnologia,Brasileiro,Empregado
640,62.0,93540.07296580303,Masculino,,11.875826970721718,Tecnologia,Estrangeiro,Empregado
641,30.0,40998.5260666983,Feminino,,0.025100665138246825,Saúde,Estrangeiro,Desempregado
642,45.0,135266.9517852575,Masculino,1490.378464400453,,Educação,Estrangeiro,Desempregado
643,,74180.98082044895,Feminino,,36.70179578385379,Educação,Estrangeiro,Desempregado
644,45.0,128483.54691527161,Feminino,1490.378464400453,30.582730550377214,Saúde,Brasileiro,Empregado
645,25.0,123464.12694096359,Feminino,1490.378464400453,3.163040839065925,Varejo,Brasileiro,Empregado
646,58.0,103053.180808966,Feminino,,17.900115587980324,Varejo,Estrangeiro,Empregado
647,56.0,86810.14141188662,Feminino,1490.378464400453,4.0756701588621125,Educação,Estrangeiro,Desempregado
648,18.0,147443.8550477196,Masculino,,0.6368106905119442,Varejo,Brasileiro,Desempregado
649,20.0,43120.63404747713,Masculino,,24.64731860850389,Educação,Brasileiro,Desempregado
650,30.0,115644.46594388934,Masculino,,38.433176683207535,Educação,Brasileiro,Desempregado
651,45.0,48898.83768309862,Feminino,1490.378464400453,36.114720937286,Saúde,Estrangeiro,Desempregado
652,42.0,67282.88816654355,Feminino,,27.870192597416175,Varejo,Brasileiro,Empregado
653,50.0,63587.342921649404,Feminino,,3.865623366594857,Saúde,Estrangeiro,Desempregado
654,55.0,143379.49846734037,Feminino,1490.378464400453,10.966561506892006,Educação,Estrangeiro,Desempregado
655,23.0,145919.5222235344,Masculino,1490.378464400453,12.802269075411639,Educação,Brasileiro,Desempregado
656,61.0,47876.9305293409,Masculino,1490.378464400453,30.52600230982245,Educação,Estrangeiro,Empregado
657,62.0,27754.395037188024,Feminino,1490.378464400453,32.08996716940456,Tecnologia,Brasileiro,Desempregado
658,49.0,115001.00495788913,Feminino,,15.404244919596817,Tecnologia,Estrangeiro,Desempregado
659,62.0,77248.74173381054,Masculino,,16.715359864704386,Tecnologia,Estrangeiro,Desempregado
660,64.0,36105.03063594555,Feminino,,1.7803615710468534,Saúde,Estrangeiro,Empregado
661,38.0,110469.26319713032,Feminino,1490.378464400453,11.56546873675044,Educação,Estrangeiro,Empregado
662,33.0,93138.19103258746,Feminino,1490.378464400453,18.0514070871056,Varejo,Estrangeiro,Desempregado
663,38.0,147564.60275013826,Masculino,,4.679321855410303,Saúde,Estrangeiro,Desempregado
664,28.0,53426.18698267237,Masculino,1490.378464400453,18.13069843020085,Saúde,Brasileiro,Desempregado
665,54.0,75497.23454081852,Feminino,1490.378464400453,34.12703249031202,Saúde,Brasileiro,Desempregado
666,53.0,92818.22542442786,Masculino,,23.252840789002136,Varejo,Estrangeiro,Empregado
667,52.0,123962.49855666896,Feminino,,3.157194201536493,Educação,Brasileiro,Desempregado
668,36.0,93604.83209000734,Feminino,1490.378464400453,7.666852753210973,Tecnologia,Estrangeiro,Empregado
669,37.0,101612.52010774365,Masculino,1490.378464400453,18.98177400634225,Educação,Brasileiro,Desempregado
670,35.0,53268.3814487426,Feminino,1490.378464400453,14.459485992872484,Educação,Brasileiro,Empregado
671,64.0,130864.84101106998,Feminino,,14.34908078184395,Saúde,Estrangeiro,Empregado
672,58.0,78578.81837130946,Masculino,,21.170697925743607,Saúde,Brasileiro,Desempregado
673,31.0,42619.95344022116,Feminino,,23.375836863578296,Saúde,Estrangeiro,Empregado
674,,108023.48931317717,Feminino,,31.874462811047643,Tecnologia,Brasileiro,Desempregado
675,48.0,52011.30664816344,Feminino,,13.638662538499386,Tecnologia,Estrangeiro,Empregado
676,18.0,37195.31377991247,Masculino,1490.378464400453,32.21865132162347,Tecnologia,Brasileiro,Empregado
677,20.0,,Feminino,1490.378464400453,13.544449164505302,Educação,Estrangeiro,Desempregado
678,33.0,82520.28306105496,Masculino,1490.378464400453,2.217319557649353,Saúde,Brasileiro,Desempregado
679,40.0,118660.46408697206,Feminino,,22.167506040191647,Varejo,Estrangeiro,Empregado
680,28.0,61323.44497579439,Feminino,,23.516092995792583,Educação,Brasileiro,Empregado
681,29.0,123371.26686470829,Feminino,,37.3816098248744,Tecnologia,Estrangeiro,Desempregado
682,27.0,38991.99087769129,Feminino,1490.378464400453,29.042453042498977,Varejo,Brasileiro,Desempregado
683,49.0,69496.6717243566,Masculino,,36.71090609977758,Varejo,Estrangeiro,Desempregado
684,33.0,147257.72724669107,Masculino,,36.33388840972038,Saúde,Brasileiro,Empregado
685,25.0,124248.71454600076,Feminino,1490.378464400453,24.182964410329685,Varejo,Estrangeiro,Desempregado
686,,87156.99128933603,Feminino,,21.1104826134579,Tecnologia,Estrangeiro,Desempregado
687,29.0,67472.18394523564,Feminino,1490.378464400453,22.297638686543998,Saúde,Estrangeiro,Empregado
688,41.0,134016.96250280956,Feminino,,39.13323230708991,Varejo,Estrangeiro,Desempregado
689,45.0,93105.96988556445,Feminino,,30.926707669878354,Saúde,Brasileiro,Desempregado
690,25.0,119803.1272336389,Feminino,1490.378464400453,4.2506361916958335,Varejo,Brasileiro,Desempregado
691,45.0,119263.4600395205,Feminino,1490.378464400453,31.137136271255997,Educação,Brasileiro,Desempregado
692,53.0,27243.20982106148,Feminino,1490.378464400453,6.821521955929035,Educação,Estrangeiro,Empregado
693,43.0,40781.72284907668,Masculino,1490.378464400453,17.894021960225025,Tecnologia,Estrangeiro,Desempregado
694,25.0,107453.67079934278,Masculino,1490.378464400453,8.41838688706137,Educação,Estrangeiro,Desempregado
695,45.0,,Masculino,1490.378464400453,27.58332262132919,Educação,Estrangeiro,Desempregado
696,45.0,56936.668081950585,Feminino,,35.09238944772142,Educação,Estrangeiro,Desempregado
697,54.0,143329.74427495088,Feminino,,11.614475414667238,Varejo,Brasileiro,Desempregado
698,58.0,95022.78229686398,Feminino,1490.378464400453,3.2804296483275053,Varejo,Brasileiro,Desempregado
699,53.0,118841.18837491839,Masculino,,11.939723922998532,Saúde,Brasileiro,Empregado
700,44.0,94747.59234782998,Feminino,1490.378464400453,26.894474317287774,Varejo,Estrangeiro,Empregado
701,34.0,94064.20184784065,Masculino,,13.150405102177999,Educação,Estrangeiro,Empregado
702,26.0,36768.98876571224,Feminino,1490.378464400453,11.124486702152137,Varejo,Estrangeiro,Desempregado
703,50.0,67957.89907613788,Masculino,,7.377407623370598,Tecnologia,Estrangeiro,Desempregado
704,37.0,60303.86233581397,Masculino,,19.900657074977342,Saúde,Estrangeiro,Desempregado
705,30.0,73841.04570170166,Masculino,,11.037953126287503,Saúde,Estrangeiro,Empregado
706,45.0,124793.02352804104,Feminino,,29.240413965579325,Varejo,Estrangeiro,Desempregado
707,,71491.5834896081,Masculino,,3.0648960796881086,Educação,Brasileiro,Empregado
708,30.0,81462.10240396034,Feminino,1490.378464400453,26.561321324452702,Saúde,Brasileiro,Desempregado
709,63.0,74672.67381066456,Feminino,1490.378464400453,9.502400582710795,Tecnologia,Estrangeiro,Desempregado
710,52.0,36675.99649691195,Feminino,1490.378464400453,19.571170442064126,Tecnologia,Estrangeiro,Empregado
711,23.0,80134.01978134798,Feminino,,11.443596881250425,Saúde,Estrangeiro,Empregado
712,,49451.15913056438,Feminino,1490.378464400453,28.910747040431826,Educação,Brasileiro,Empregado
713,22.0,48340.41197163018,Masculino,,37.81228161006547,Educação,Brasileiro,Empregado
714,64.0,36754.51305428329,Feminino,,36.68307117879253,Varejo,Estrangeiro,Empregado
715,42.0,69583.87176772059,Feminino,,23.337048605763645,Varejo,Brasileiro,Empregado
716,19.0,119685.23559867717,Feminino,1490.378464400453,18.504412130279135,Saúde,Brasileiro,Desempregado
717,27.0,59555.21132292451,Feminino,,32.732020377575274,Varejo,Brasileiro,Empregado
718,47.0,64043.6377356892,Feminino,1490.378464400453,27.333054505109196,Varejo,Estrangeiro,Desempregado
719,62.0,105334.33220905295,Masculino,1490.378464400453,7.342564568677314,Varejo,Brasileiro,Desempregado
720,22.0,49480.10157336486,Masculino,,32.83676854452001,Tecnologia,Brasileiro,Desempregado
721,50.0,137119.7413029418,Feminino,,17.15537557578841,Varejo,Estrangeiro,Desempregado
722,18.0,90023.81540644431,Masculino,1490.378464400453,7.5594263988470045,Saúde,Estrangeiro,Desempregado
723,35.0,80950.36754002713,Masculino,1490.378464400453,11.271894015859697,Educação,Brasileiro,Empregado
724,49.0,94727.52399115017,Feminino,1490.378464400453,10.701081209933694,Varejo,Estrangeiro,Empregado
725,64.0,45754.28917702443,Masculino,1490.378464400453,,Educação,Brasileiro,Empregado
726,28.0,101684.14232989703,Feminino,1490.378464400453,9.374803627115021,Varejo,Brasileiro,Desempregado
727,38.0,70387.5920792513,Masculino,1490.378464400453,4.9426594960630466,Saúde,Estrangeiro,Empregado
728,43.0,137148.29262057738,Masculino,,4.947634024550429,Tecnologia,Estrangeiro,Desempregado
729,42.0,46106.77583471077,Masculino,1490.378464400453,23.331047885563866,Saúde,Brasileiro,Desempregado
730,39.0,88381.38798318013,Feminino,1490.378464400453,,Tecnologia,Estrangeiro,Desempregado
731,44.0,99764.07867112725,Masculino,1490.378464400453,12.861320353533632,Varejo,Estrangeiro,Desempregado
732,30.0,29172.950223297652,Masculino,1490.378464400453,1.386028392560683,Varejo,Brasileiro,Empregado
733,50.0,70461.64059451752,Feminino,,5.088995477480429,Tecnologia,Brasileiro,Empregado
734,51.0,116579.4043376041,Feminino,,36.58778241348229,Saúde,Brasileiro,Empregado
735,58.0,127547.18843112167,Masculino,1490.378464400453,19.74174638357812,Saúde,Brasileiro,Empregado
736,52.0,64145.249352160296,Feminino,1490.378464400453,18.14291238460699,Tecnologia,Brasileiro,Empregado
737,18.0,124824.1590478439,Masculino,1490.378464400453,1.5219671324036366,Varejo,Brasileiro,Desempregado
738,38.0,145969.4846379236,Masculino,,29.145480892675963,Tecnologia,Estrangeiro,Empregado
739,23.0,132109.24200938677,Feminino,,21.122723237283157,Varejo,Estrangeiro,Desempregado
740,45.0,39705.49851991565,Feminino,,8.083237443460831,Tecnologia,Brasileiro,Desempregado
741,34.0,117466.29151069258,Feminino,,4.402950407242288,Varejo,Estrangeiro,Desempregado
742,22.0,64958.35405506809,Masculino,,15.33551454527994,Tecnologia,Estrangeiro,Empregado
743,48.0,,Feminino,,33.48647856780103,Educação,Brasileiro,Desempregado
744,22.0,85669.87289498589,Masculino,1490.378464400453,34.61178236804098,Varejo,Estrangeiro,Desempregado
745,55.0,40304.23729486763,Feminino,,24.113855215825456,Saúde,Estrangeiro,Empregado
746,20.0,115648.19350342384,Masculino,,29.101457089205706,Tecnologia,Brasileiro,Desempregado
747,40.0,65376.39979827673,Feminino,1490.378464400453,4.606231496114814,Saúde,Estrangeiro,Desempregado
748,54.0,149634.76963520772,Masculino,,23.525042618714195,Tecnologia,Estrangeiro,Desempregado
749,54.0,,Feminino,1490.378464400453,26.67862813948727,Saúde,Brasileiro,Empregado
750,,107016.75225257258,Masculino,,8.02851371655169,Saúde,Estrangeiro,Desempregado
751,27.0,41228.3061189647,Feminino,1490.378464400453,35.20618931641036,Tecnologia,Estrangeiro,Desempregado
752,36.0,110857.62470937864,Feminino,1490.378464400453,7.79986950084079,Tecnologia,Estrangeiro,Empregado
753,34.0,36628.8108075034,Masculino,1490.378464400453,12.539094393858017,Saúde,Brasileiro,Empregado
754,38.0,28670.51988779904,Feminino,1490.378464400453,24.822273880938344,Saúde,Brasileiro,Desempregado
755,31.0,127869.80577768576,Masculino,1490.378464400453,25.534002605229233,Saúde,Estrangeiro,Empregado
756,26.0,51219.11846046017,Masculino,,27.97538963949469,Varejo,Estrangeiro,Empregado
757,63.0,72378.39077738718,Feminino,,4.480468522728227,Varejo,Brasileiro,Empregado
758,18.0,146682.17374702165,Masculino,1490.378464400453,33.978577197142215,Educação,Brasileiro,Empregado
759,62.0,67105.06273263792,Feminino,1490.378464400453,21.313885291330394,Varejo,Estrangeiro,Empregado
760,30.0,62061.22266041441,Feminino,1490.378464400453,18.852871764202735,Varejo,Brasileiro,Empregado
761,21.0,139775.9999528469,Masculino,,39.243904980540385,Tecnologia,Estrangeiro,Empregado
762,18.0,38843.55566486977,Feminino,1490.378464400453,29.615131877640792,Educação,Estrangeiro,Desempregado
763,57.0,119947.80126432897,Masculino,1490.378464400453,4.720241064774995,Educação,Brasileiro,Empregado
764,49.0,148508.19583159673,Masculino,1490.378464400453,30.26156668904963,Varejo,Brasileiro,Empregado
765,51.0,137662.0013468311,Feminino,1490.378464400453,3.8099573589147795,Tecnologia,Estrangeiro,Empregado
766,45.0,106458.48983830324,Feminino,,1.0988225005193941,Tecnologia,Estrangeiro,Desempregado
767,48.0,64257.5993740915,Masculino,1490.378464400453,16.145035810795886,Educação,Brasileiro,Empregado
768,25.0,56790.247647289594,Masculino,1490.378464400453,39.743126912768744,Tecnologia,Estrangeiro,Empregado
769,56.0,127406.88810893265,Feminino,,6.995357447794506,Saúde,Brasileiro,Desempregado
770,43.0,134977.73924396193,Feminino,1490.378464400453,26.905773741071602,Varejo,Brasileiro,Empregado
771,51.0,90679.36406821161,Feminino,1490.378464400453,6.935842648244774,Saúde,Brasileiro,Desempregado
772,20.0,55542.492598308265,Feminino,,28.99147899833544,Educação,Brasileiro,Desempregado
773,29.0,39117.90105139669,Masculino,,20.214146729513047,Educação,Brasileiro,Empregado
774,18.0,35897.4334789789,Feminino,,27.19886840357505,Tecnologia,Estrangeiro,Desempregado
775,61.0,114884.68091923195,Masculino,1490.378464400453,8.114927036569384,Tecnologia,Brasileiro,Empregado
776,22.0,77514.84098096562,Masculino,1490.378464400453,29.825133300820077,Educação,Brasileiro,Empregado
777,47.0,138169.9842847338,Feminino,,39.82476238490827,Educação,Brasileiro,Desempregado
778,47.0,117458.91259084546,Masculino,,26.62602002503839,Saúde,Brasileiro,Desempregado
779,34.0,48907.55223932334,Feminino,,19.739199922915105,Saúde,Brasileiro,Empregado
780,64.0,101722.17735196238,Masculino,1490.378464400453,36.92695954477059,Tecnologia,Brasileiro,Empregado
781,40.0,79438.18179976993,Feminino,1490.378464400453,0.634073689275052,Saúde,Brasileiro,Desempregado
782,32.0,97156.21634607663,Masculino,,29.196940771432843,Tecnologia,Estrangeiro,Empregado
783,54.0,117258.64041731464,Masculino,1490.378464400453,35.54986067255251,Tecnologia,Estrangeiro,Empregado
784,38.0,125774.48512547385,Feminino,,2.4669833448382983,Varejo,Estrangeiro,Empregado
785,31.0,130467.16580084054,Feminino,1490.378464400453,18.002566816630328,Tecnologia,Estrangeiro,Desempregado
786,19.0,56746.859321503085,Masculino,1490.378464400453,8.188778157999955,Saúde,Brasileiro,Empregado
787,28.0,28889.44998966971,Masculino,1490.378464400453,22.660726623513202,Educação,Estrangeiro,Empregado
788,56.0,117411.84189559665,Feminino,1490.378464400453,25.981718344146422,Educação,Brasileiro,Empregado
789,55.0,,Masculino,,12.1049273171502,Saúde,Estrangeiro,Desempregado
